"freq
References : ['dB(Gc)']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","dB(Gc)
References : []
Dependency : [freq]
Num. Points : [32001]
Matrix Size : scalar
Type : Real"
2.889 GHz,-18.325
2.889 GHz,0.000
2.889 GHz,-20.000
2.889 GHz,-6.021
2.889 GHz,-6.021
2.889 GHz,-20.000
2.889 GHz,-6.284
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-18.325
2.889 GHz,-19.031
2.889 GHz,-18.325
2.889 GHz,<invalid>
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.889 GHz,0.000
2.889 GHz,<invalid>
2.889 GHz,-6.021
2.889 GHz,-20.000
2.889 GHz,-18.325
2.889 GHz,-18.325
2.889 GHz,<invalid>
2.889 GHz,0.000
2.889 GHz,-5.757
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-18.062
2.889 GHz,-18.062
2.889 GHz,<invalid>
2.889 GHz,-18.325
2.889 GHz,<invalid>
2.889 GHz,-19.031
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-6.990
2.889 GHz,-6.021
2.889 GHz,-18.325
2.889 GHz,-6.990
2.889 GHz,<invalid>
2.889 GHz,-15.563
2.889 GHz,<invalid>
2.889 GHz,6.021
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.889 GHz,6.284
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-12.041
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.889 GHz,-12.041
2.889 GHz,6.021
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-12.041
2.889 GHz,-6.284
2.889 GHz,-13.010
2.889 GHz,<invalid>
2.889 GHz,-6.284
2.889 GHz,<invalid>
2.889 GHz,-12.041
2.889 GHz,<invalid>
2.889 GHz,-6.990
2.889 GHz,<invalid>
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.889 GHz,0.000
2.889 GHz,-6.021
2.889 GHz,-12.041
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,0.000
2.889 GHz,-15.563
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-12.041
2.889 GHz,-5.315
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,0.000
2.889 GHz,-18.062
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,6.284
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-12.304
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,<invalid>
2.889 GHz,-6.021
2.889 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-18.325
2.890 GHz,-18.325
2.890 GHz,<invalid>
2.890 GHz,-7.959
2.890 GHz,<invalid>
2.890 GHz,-18.325
2.890 GHz,<invalid>
2.890 GHz,0.000
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-12.304
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,6.284
2.890 GHz,-12.041
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-12.041
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,-12.041
2.890 GHz,<invalid>
2.890 GHz,6.021
2.890 GHz,-12.304
2.890 GHz,<invalid>
2.890 GHz,-20.000
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,-6.021
2.890 GHz,-6.726
2.890 GHz,-12.041
2.890 GHz,6.284
2.890 GHz,6.284
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,-18.062
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-18.325
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.990
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,0.000
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-18.325
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,-15.563
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-9.542
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,-18.325
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-12.304
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,-13.010
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-5.953
2.890 GHz,-12.041
2.890 GHz,-18.325
2.890 GHz,-18.325
2.890 GHz,<invalid>
2.890 GHz,-6.021
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-12.041
2.890 GHz,-18.062
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-18.325
2.890 GHz,-6.021
2.890 GHz,-0.263
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.890 GHz,-8.783
2.890 GHz,-6.021
2.890 GHz,-5.315
2.890 GHz,<invalid>
2.890 GHz,0.000
2.890 GHz,6.021
2.890 GHz,<invalid>
2.890 GHz,-12.041
2.890 GHz,<invalid>
2.890 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,-12.041
2.891 GHz,6.284
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.284
2.891 GHz,0.000
2.891 GHz,-12.041
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-20.000
2.891 GHz,<invalid>
2.891 GHz,-6.284
2.891 GHz,-20.000
2.891 GHz,-6.726
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-12.041
2.891 GHz,<invalid>
2.891 GHz,-18.325
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,6.021
2.891 GHz,-15.563
2.891 GHz,-6.021
2.891 GHz,<invalid>
2.891 GHz,-6.284
2.891 GHz,0.000
2.891 GHz,-18.325
2.891 GHz,-6.021
2.891 GHz,-19.031
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-5.051
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-5.757
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,-6.021
2.891 GHz,<invalid>
2.891 GHz,-12.041
2.891 GHz,<invalid>
2.891 GHz,-12.041
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,0.000
2.891 GHz,-6.021
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.284
2.891 GHz,-18.325
2.891 GHz,0.000
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-18.325
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,-18.325
2.891 GHz,<invalid>
2.891 GHz,-12.041
2.891 GHz,-6.726
2.891 GHz,<invalid>
2.891 GHz,-19.031
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,-6.990
2.891 GHz,<invalid>
2.891 GHz,-20.000
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,6.990
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-9.542
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.990
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,-6.021
2.891 GHz,6.021
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.891 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.284
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.990
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.284
2.892 GHz,<invalid>
2.892 GHz,-6.284
2.892 GHz,<invalid>
2.892 GHz,0.000
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.021
2.892 GHz,0.000
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-0.263
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,0.000
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.284
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,-6.284
2.892 GHz,-6.021
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.892 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.021
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.990
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-0.263
2.893 GHz,0.000
2.893 GHz,<invalid>
2.893 GHz,-6.021
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,0.000
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,6.021
2.893 GHz,6.021
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,-6.990
2.893 GHz,<invalid>
2.893 GHz,-6.284
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,6.021
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.893 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,6.021
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,0.000
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.021
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.990
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,0.000
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-0.263
2.894 GHz,0.000
2.894 GHz,<invalid>
2.894 GHz,0.000
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.284
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-6.021
2.894 GHz,0.000
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,-12.304
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,0.000
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,<invalid>
2.894 GHz,0.000
2.894 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,0.000
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,0.000
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-3.010
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-6.990
2.895 GHz,<invalid>
2.895 GHz,-9.031
2.895 GHz,<invalid>
2.895 GHz,-6.284
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-9.031
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-0.969
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-6.284
2.895 GHz,0.000
2.895 GHz,<invalid>
2.895 GHz,-6.990
2.895 GHz,-13.010
2.895 GHz,-6.990
2.895 GHz,-6.990
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-9.031
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-6.021
2.895 GHz,<invalid>
2.895 GHz,-6.021
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-6.021
2.895 GHz,<invalid>
2.895 GHz,-6.990
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-12.304
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,0.000
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,-13.010
2.895 GHz,-9.031
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.895 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-9.031
2.896 GHz,-6.021
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-0.969
2.896 GHz,-12.041
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-6.990
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-9.031
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-12.041
2.896 GHz,-12.304
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,0.000
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-6.990
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-6.021
2.896 GHz,<invalid>
2.896 GHz,-2.499
2.896 GHz,-6.284
2.896 GHz,-6.021
2.896 GHz,<invalid>
2.896 GHz,2.553
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-6.990
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-6.990
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-6.021
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-3.010
2.896 GHz,<invalid>
2.896 GHz,-6.990
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,-2.762
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,0.000
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.896 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,-3.010
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
2.897 GHz,<invalid>
